"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Subsample","LowestTaxonomicLevelOfID","TaxaID","Nauplius","ObjectiveMagnification","OcularMagnification","MarksInOcularMicrometer_No."
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","75x","10x",1.2
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","75x","10x",1.7
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",2.9
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",2.8
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",2.6
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","75x","10x",1.7
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","75x","10x",1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","75x","10x",0.9
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","75x","10x",1.5
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",2.7
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Calanoida","nauplius","75x","10x",2.8
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","75x","10x",0.9
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Genus","Conochilus","","75x","10x",1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",3.6
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",2.7
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",2.8
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",2.4
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Ascomorpha","","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","C","Genus","Daphnia","","75x","10x",6.4
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Species","K. bostoniensis","","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Keratella","","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Gastropus","","75x","10x",1.1
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Calanoida","nauplius","75x","10x",1.7
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Family","Cyclopidae","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
"BVR",50,2024-05-20 12:19:00,"10",0.1,1,"Tow","D","Genus","Conochilus","","","10x",NA
